"","X","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"6502",6616,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6503",6617,"Rural","No","Public tap","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6504",6618,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6505",6619,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6506",6620,"Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","5-6"
"6507",6621,"Rural","Yes","Piped into residence","More than 15 minutes","No facility bush","Earth sand","1-2"
"6508",6622,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6509",6623,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6510",6624,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6511",6625,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6512",6626,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6513",6627,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6514",6628,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6515",6629,"Rural","Yes","River.stream","More than 15 minutes","No facility bush","Finished floor","1-2"
"6516",6630,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6517",6631,"Rural","No","Public well","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6518",6632,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6519",6633,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6520",6634,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6521",6635,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6522",6636,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6523",6637,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6524",6638,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6525",6639,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6526",6640,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6527",6641,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6528",6642,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","7+"
"6529",6643,"Rural","No","Public tap","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6530",6644,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","7+"
"6531",6645,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6532",6646,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6533",6647,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6534",6648,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6535",6649,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6536",6650,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6537",6651,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6538",6652,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6539",6653,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6540",6654,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6541",6655,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6542",6656,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6543",6657,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6544",6658,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6545",6659,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6546",6660,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6547",6661,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6548",6662,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6549",6663,"Rural","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6550",6664,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6551",6665,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6552",6666,"Rural","Yes","Well in residence","More than 15 minutes","Own flush toilet","Finished floor","1-2"
"6553",6667,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6554",6668,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6555",6669,"Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Earth sand","1-2"
"6556",6670,"Rural","Yes","River.stream","More than 15 minutes","No facility bush","Finished floor","3-4"
"6557",6671,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6558",6672,"Rural","Yes","Rain water","More than 15 minutes","Own flush toilet","Finished floor","1-2"
"6559",6673,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6560",6674,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6561",6675,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6562",6676,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6563",6677,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6564",6678,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6565",6679,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6566",6680,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6567",6681,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6568",6682,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6569",6683,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6570",6684,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6571",6685,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6572",6686,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6573",6687,"Rural","Yes","Spring","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6574",6688,"Rural","No","Rain water","More than 15 minutes","No facility bush","Earth sand","1-2"
"6575",6689,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6576",6690,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6577",6691,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6578",6692,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6579",6693,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6580",6694,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6581",6695,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6582",6696,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6583",6697,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6584",6698,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6585",6699,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6586",6700,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6587",6701,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6588",6702,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6589",6703,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6590",6704,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6591",6705,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6592",6706,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6593",6707,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6594",6708,"Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6595",6709,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6596",6710,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6597",6711,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6598",6712,"Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6599",6713,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6600",6714,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6601",6715,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6602",6716,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6603",6717,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6604",6718,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6605",6719,"Rural","Yes","Piped into residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6606",6720,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6607",6721,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6608",6722,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6609",6723,"Rural","Yes","River.stream","More than 15 minutes","No facility bush","Finished floor","3-4"
"6610",6724,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6611",6725,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6612",6726,"Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6613",6727,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6614",6728,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6615",6729,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6616",6730,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6617",6731,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6618",6733,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6619",6734,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6620",6735,"Rural","Yes","Public well","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6621",6736,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6622",6737,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6623",6738,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6624",6739,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6625",6740,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6626",6741,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6627",6742,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6628",6744,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6629",6745,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6630",6746,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6631",6747,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6632",6748,"Rural","No","Pond.lake","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6633",6749,"Rural","Yes","River.stream","More than 15 minutes","No facility bush","Finished floor","3-4"
"6634",6750,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6635",6751,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6636",6752,"Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6637",6754,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6638",6755,"Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6639",6756,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6640",6757,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
