"","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"6249","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6250","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","5-6"
"6251","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6252","Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6253","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6254","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6255","Rural","No","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6256","Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6257","Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6258","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"6259","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6260","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6261","Rural","No","Public well","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6262","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6263","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6264","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6265","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6266","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6267","Rural","No","Tanker truck","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6268","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6269","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6270","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6271","Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6272","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6273","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6274","Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6275","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6276","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6277","Rural","Yes","Public well","More than 15 minutes","No facility bush","Finished floor","3-4"
"6278","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6279","Rural","No","Well in residence","More than 15 minutes","No facility bush","Finished floor","7+"
"6280","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6281","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"6282","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6283","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6284","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6285","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6286","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6287","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6288","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6289","Rural","Yes","Rain water","More than 15 minutes","No facility bush","Finished floor","1-2"
"6290","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6291","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6292","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6293","Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6294","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6295","Rural","Yes","Well in residence","More than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"6296","Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6297","Rural","Yes","River.stream","More than 15 minutes","No facility bush","Finished floor","1-2"
"6298","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6299","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6300","Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","7+"
"6301","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6302","Rural","No","Well in residence","More than 15 minutes","Own flush toilet","Earth sand","1-2"
"6303","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6304","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6305","Rural","No","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6306","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6307","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6308","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","7+"
"6309","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6310","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","Dont know/missing"
"6311","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6312","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"6313","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6314","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6315","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6316","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6317","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6318","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6319","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6320","Rural","No","Well in residence","More than 15 minutes","No facility bush","Finished floor","1-2"
"6321","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6322","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6323","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6324","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","Dont know/missing"
"6325","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6326","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6327","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6328","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6329","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6330","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6331","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6332","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6333","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6334","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6335","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","Dont know/missing"
"6336","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6337","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6338","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6339","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6340","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6341","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6342","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6343","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6344","Rural","Yes","Piped into residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6345","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6346","Rural","No","Spring","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6347","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6348","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6349","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6350","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6351","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6352","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","Dont know/missing"
"6353","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6354","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6355","Rural","Yes","River.stream","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6356","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6357","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","7+"
"6358","Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6359","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6360","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6361","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6362","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6363","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6364","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6365","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6366","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6367","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6368","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6369","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6370","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6371","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Earth sand","1-2"
"6372","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6373","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6374","Rural","Yes","Rain water","More than 15 minutes","Own flush toilet","Finished floor","5-6"
"6375","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6376","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6377","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"6378","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6379","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6380","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6381","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6382","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
